Code INSEE,Année,Nombre incendies,Surface parcourue (km2)
07024,2014,1,0.88
07024,2017,2,0.005
07024,2018,1,0.087
07024,2019,6,0.11449999999999999
07024,2020,2,0.008
07024,2021,2,0.134
07024,2022,2,0.009
07025,2008,1,0.156153
07025,2010,1,0.005
07025,2011,1,1.3499999999999999
07025,2015,1,0.015
07025,2022,1,0.005
07027,2012,1,0.005
07027,2018,1,0.0006
07028,2009,1,0.0025
07028,2017,1,0.06
07028,2020,1,0.06999999999999999
07028,2022,2,0.15
07029,2006,1,0.00085
07029,2009,3,0.015600000000000001
07029,2010,2,0.0055
07029,2011,1,0.005
07030,2007,2,0.0025
07030,2011,1,0.005
07031,2007,1,9.999999999999999e-05
07031,2010,1,0.024222999999999998
07031,2019,2,0.02
07031,2022,1,0.010005
07032,2015,1,0.026
07032,2021,1,0.015
07033,2021,1,0.001
07034,2017,1,0.08
07035,2009,1,0.002
07037,2015,1,0.037
07037,2019,1,0.001
07038,2006,1,0.005
07038,2007,1,0.027
07038,2009,1,0.108
07038,2011,1,0.15
07038,2012,1,0.5
07038,2013,1,0.03
07038,2017,1,0.004
07040,2020,2,0.0055
07040,2022,1,0.065
07041,2009,1,0.0005
07041,2017,1,0.005
07041,2020,2,0.030039999999999997
07042,2006,1,0.049755
07042,2010,1,0.0005
07042,2014,1,0.003
07042,2017,3,0.045
07045,2008,3,0.026194
07045,2010,4,0.041165
07045,2011,10,0.038246999999999996
07045,2012,1,0.59
07045,2020,1,0.0007999999999999999
07045,2022,1,0.02
07047,2017,1,0.011
07048,2018,1,0.003
07049,2008,1,0.06661
07050,2006,4,0.0029
07050,2009,1,0.005
07050,2010,1,0.005
07050,2011,1,0.003
07050,2012,1,0.023
07050,2013,1,0.003
07050,2015,1,0.216
07050,2018,1,0.04
07052,2007,1,0.01
07053,2007,1,0.002
07053,2008,2,0.0025
07053,2009,1,0.06
07053,2010,1,0.495214
07053,2018,1,0.015
07053,2019,1,0.00019999999999999998
07053,2020,1,0.001
07053,2021,1,0.6088
07054,2021,1,0.001
07058,2007,1,0.005
07058,2011,1,0.01
07058,2012,1,0.004
07058,2014,1,0.00019999999999999998
07058,2015,1,0.0025
07058,2019,1,0.006
07058,2020,1,1.9999999999999998e-05
07058,2021,1,9.999999999999999e-05
07060,2023,1,0.0034999999999999996
07062,2007,1,0.008692
07062,2015,1,0.036
07062,2022,1,0.005
07063,2019,1,0.0015
07064,2010,1,0.001
07064,2011,1,0.016302
07064,2018,1,0.01
07064,2022,3,0.06559999999999999
07065,2008,1,0.0005
07065,2012,2,0.013000000000000001
07065,2017,1,0.006
07065,2022,1,0.00065
07068,2015,1,0.002
07070,2015,1,0.00019999999999999998
07070,2020,1,0.01
07071,2019,1,0.02
07072,2006,1,0.001
07072,2007,1,0.00019999999999999998
07072,2008,1,0.0005
07072,2011,1,0.005
07072,2012,2,0.023
07072,2019,1,0.002
07072,2023,1,0.005
07073,2006,1,4.9999999999999996e-05
07073,2008,1,0.003
07073,2011,1,0.005
07073,2019,1,0.003
07073,2022,1,0.178
07074,2022,1,0.006
07075,2015,1,0.045
07075,2016,4,0.05
07075,2019,1,0.01
07075,2021,1,0.008
07077,2006,1,0.003
07077,2008,1,0.005268999999999999
07077,2019,1,0.049999999999999996
07077,2022,2,0.183
07079,2006,2,0.005
07079,2007,3,0.006
07079,2017,1,0.01
07079,2020,2,0.008
07079,2021,1,0.005
07079,2022,1,0.006
07080,2019,2,0.091
07080,2021,1,1.9999999999999998e-05
07080,2022,1,0.001
07081,2023,1,0.015
07082,2014,1,0.02
07082,2017,1,0.0003
07083,2019,1,0.006
07084,2010,1,9.999999999999999e-05
07085,2006,1,0.008
07085,2009,1,0.001
07085,2022,1,0.121
07086,2017,2,0.085
07087,2006,2,0.005
07087,2010,1,0.012629
07087,2011,2,0.0033
07088,2008,1,0.0003
07088,2014,1,1.9999999999999998e-05
07088,2017,1,0.002
07088,2020,1,9.999999999999999e-05
07089,2014,2,0.05
07089,2020,2,0.012
07089,2022,1,0.01
07090,2019,1,0.03
07090,2022,1,0.0015
07091,2010,1,0.005
07091,2014,1,0.96
07092,2007,1,3.9999999999999996e-05
07092,2009,1,0.0112
07092,2012,1,0.093
07092,2017,1,0.06
07092,2022,1,0.29219999999999996
07093,2006,1,0.015
07093,2007,2,0.025598
07093,2008,1,0.026414999999999998
07093,2009,1,0.002
07093,2010,4,0.20000399999999996
07093,2011,1,0.003
07093,2019,1,0.081
07093,2021,1,0.002
07093,2022,2,0.18597999999999998
07093,2023,1,0.0015
07094,2015,1,0.026
07095,2006,1,0.0025
07096,2006,3,0.0045000000000000005
07096,2007,1,0.003
07096,2008,1,0.0015
07096,2010,1,0.014423
07096,2012,1,0.015
07096,2015,1,0.03
07096,2016,2,0.003
07096,2017,1,0.02
07096,2023,1,0.06
07097,2022,1,0.02
07098,2012,1,0.012
07098,2017,2,0.0902
07098,2019,1,0.06999999999999999
07098,2021,1,0.005
07099,2009,1,0.01
07099,2019,1,0.001
07100,2007,2,0.0011
07100,2008,2,0.0015999999999999999
07100,2010,1,0.00039999999999999996
07100,2012,3,0.0106
07100,2014,2,7e-05
07100,2015,3,0.0056
07100,2021,1,0.012
07101,2013,1,0.0075
07101,2021,1,4.9999999999999996e-05
07103,2012,1,0.02
07103,2019,1,0.012
07104,2008,1,0.051897
07104,2009,2,0.0078
07104,2010,2,0.044025999999999996
07104,2015,1,0.0045
07104,2017,1,0.08
07104,2019,1,0.01
07104,2021,1,0.0025
07104,2023,3,0.017599999999999998
07107,2007,1,0.0025
07107,2009,1,0.010499999999999999
07107,2010,1,0.0015
07107,2011,1,0.0003
07107,2012,1,0.0003
07107,2016,2,0.002
07107,2017,1,0.001
07107,2020,1,0.005
07107,2022,1,0.001
07109,2006,1,0.005
07109,2008,1,0.0005
07109,2009,1,0.004
07109,2011,2,0.029601
07109,2012,1,0.003
07109,2015,1,0.003
07109,2020,1,0.004
07109,2021,1,0.065
07109,2022,2,0.04325
07110,2006,1,0.003
07110,2007,2,0.0036
07110,2010,1,0.005
07110,2021,1,0.008
07110,2023,1,0.003
07111,2006,1,0.034571
07111,2011,1,0.00019999999999999998
07111,2012,1,0.0003
07112,2006,1,0.0003
07112,2007,1,0.005
07112,2012,1,0.717
07112,2015,1,0.38
07112,2018,1,0.015
07112,2019,1,9.999999999999999e-05
07112,2023,1,0.3907
07114,2009,1,0.001
07114,2011,1,0.01
07114,2012,1,0.12
07114,2017,1,0.00019999999999999998
07114,2020,1,0.003
07114,2022,1,0.003
07115,2006,1,0.003
07115,2009,2,0.026
07115,2017,1,0.0005
07115,2018,1,0.00019999999999999998
07115,2020,1,0.049999999999999996
07116,2012,1,0.002
07116,2014,1,0.00483
07117,2008,1,0.004
07117,2009,2,0.03619
07117,2016,2,0.003
07117,2018,1,0.01
07117,2019,3,1.1764999999999999
07117,2022,2,0.016
07117,2023,1,0.001
07118,2006,1,0.08
07118,2011,1,0.0025
07118,2012,1,0.005
07118,2014,2,0.0014
07120,2017,2,0.03
07121,2017,1,0.01
07121,2019,1,0.09
07122,2012,2,0.0045
07122,2017,2,0.0063
07122,2019,2,0.004999999999999999
07122,2021,1,9.999999999999999e-05
07124,2008,1,0.033136
07126,2006,5,0.039696999999999996
07126,2007,3,0.019400999999999998
07126,2009,1,0.015
07126,2010,3,0.055695999999999996
07126,2011,2,0.017127999999999997
07126,2017,2,0.0054
07126,2019,1,0.8689
07126,2021,1,0.024999999999999998
07126,2022,2,2.5288
07127,2009,1,0.0007
07127,2011,2,0.0053
07127,2012,1,9.999999999999999e-05
07128,2008,1,0.016795
07128,2016,2,0.0005
07129,2007,2,0.059833
07129,2009,2,0.006699999999999999
07129,2015,1,0.0025
07129,2017,2,0.0039
07129,2019,2,0.01508
07129,2022,3,0.157
07130,2019,1,0.003
07130,2020,1,0.01
07130,2022,1,0.01
07130,2023,1,0.0031999999999999997
07131,2006,1,0.006999999999999999
07131,2015,1,0.023
07131,2019,2,1.9546999999999999
07132,2007,2,0.0035
07132,2009,1,0.003
07132,2011,1,0.0025
07132,2013,1,0.01
07132,2016,2,0.01
07133,2014,1,0.011
07133,2017,1,0.005
07134,2006,2,0.0007999999999999999
07134,2009,2,0.006
07134,2010,1,0.005
07134,2011,1,0.002
07134,2012,2,0.345
07134,2015,1,0.08
07134,2020,1,0.01
07134,2021,1,0.003
07134,2022,2,0.9993
07134,2023,2,0.0048000000000000004
07135,2009,1,0.037833
07135,2011,1,0.310478
07135,2017,1,0.3
07136,2006,1,0.003
07136,2007,1,0.0015
07136,2010,1,0.015667999999999998
07136,2012,1,0.076
07136,2019,2,0.03
07137,2006,1,0.011670999999999999
07138,2010,1,0.0015
07138,2011,1,0.012006
07138,2012,2,0.014
07138,2015,2,0.00058
07139,2006,1,0.0005
07139,2009,1,0.015
07139,2011,1,0.326299
07139,2017,1,0.133
07140,2006,1,0.04
07140,2020,1,0.005
07141,2006,1,1.9999999999999998e-05
07141,2009,1,0.01
07141,2010,1,0.005
07141,2012,1,0.006999999999999999
07141,2015,1,0.002
07141,2017,1,0.1248
07142,2015,1,0.005
07142,2017,1,0.016
07144,2011,3,0.182472
07144,2012,3,0.142
07144,2013,1,0.01
07144,2015,1,0.01
07144,2016,2,0.08
07144,2020,1,0.02
07145,2007,1,0.022899
07145,2009,2,0.0032
07145,2010,1,0.003
07145,2015,1,0.00019999999999999998
07145,2022,2,11.220799999999999
07145,2023,1,0.0075
07146,2007,1,9.999999999999999e-05
07146,2009,1,4.9999999999999996e-05
07146,2013,1,0.008
07147,2006,2,0.017710999999999998
07147,2007,1,0.00015
07147,2009,1,0.0147
07147,2010,3,0.30674599999999996
07147,2011,1,0.019828
07147,2012,2,0.16
07147,2014,2,0.00065
07147,2017,1,0.03
07147,2018,2,0.043000000000000003
07147,2019,1,0.003
07147,2020,2,0.031002
07147,2022,2,0.047
07147,2023,1,0.5509999999999999
07148,2007,2,0.00055
07148,2008,1,0.011214
07148,2010,1,0.001
07148,2015,2,0.236
07148,2017,1,0.0005
07148,2022,1,0.005
07149,2007,1,0.0003
07149,2008,1,0.00019999999999999998
07149,2012,1,0.004
07149,2019,1,0.0005
07149,2021,1,0.002
07149,2023,5,0.02392
07150,2009,1,0.004
07150,2022,1,0.045
07151,2017,1,0.0007999999999999999
07152,2013,1,0.01
07153,2006,3,0.6800329999999999
07153,2008,1,0.005
07153,2011,2,0.02409
07153,2012,7,0.348
07153,2014,1,0.01
07153,2017,1,0.213
07153,2019,1,0.21589999999999998
07153,2020,2,0.7111
07153,2022,3,0.0126
07154,2008,1,0.004
07154,2009,1,0.005
07154,2010,1,0.00019999999999999998
07154,2011,3,0.027871
07154,2012,1,0.02
07154,2015,1,0.015
07154,2018,1,0.005
07154,2019,1,0.005
07154,2023,1,0.024999999999999998
07155,2006,4,0.0074069999999999995
07155,2007,2,0.0015
07155,2008,2,0.0003
07155,2010,3,0.050977999999999996
07155,2011,7,0.009770000000000001
07155,2012,3,0.0069
07155,2013,1,0.0003
07155,2016,2,0.0006
07155,2017,4,0.0038
07155,2019,1,0.015
07156,2006,3,0.016994
07156,2007,1,0.004
07156,2009,2,0.003
07156,2011,3,0.054668999999999995
07156,2012,1,0.00019999999999999998
07156,2013,1,0.006
07156,2014,1,0.06
07156,2017,1,0.003
07156,2019,1,9.999999999999999e-05
07156,2020,1,0.02
07158,2007,1,0.22527899999999998
07158,2009,1,0.0069
07159,2023,1,0.0003
07160,2011,1,0.0135
07161,2006,2,0.00019999999999999998
07161,2007,1,0.018
07161,2008,1,0.005
07161,2010,3,0.46793199999999996
07161,2012,3,0.008
07161,2013,1,0.15
07161,2014,2,0.0315
07161,2016,2,0.02
07161,2017,2,0.1605
07161,2021,3,0.0081
07161,2022,4,0.5660000000000001
07161,2023,2,0.025
07162,2008,1,0.0047
07162,2012,1,0.0005
07162,2018,2,0.065
07163,2006,1,0.15
07163,2007,1,0.011512999999999999
07163,2009,1,4.9999999999999996e-05
07163,2010,2,0.138641
07163,2014,1,0.001
07163,2020,1,0.002
07163,2023,1,0.00019999999999999998
07165,2006,1,0.0045
07165,2011,1,0.028887
07165,2013,1,0.005
07165,2015,1,0.0045
07165,2019,1,0.03
07166,2008,1,0.006
07166,2009,1,0.005
07166,2010,1,0.001
07167,2006,1,0.0018
07167,2011,2,0.0055
07167,2015,1,0.001
07168,2007,1,9.999999999999999e-05
07168,2011,1,0.001
07168,2021,1,9.999999999999999e-05
07170,2009,1,0.0025
07170,2010,2,0.006500000000000001
07170,2015,2,0.015
07170,2020,1,0.02
07171,2006,1,0.002
07171,2007,2,0.0009
07171,2008,3,0.007
07171,2011,1,9.999999999999999e-05
07171,2012,1,0.0006
07171,2013,1,0.00019999999999999998
07171,2014,1,0.001
07171,2015,1,0.02
07171,2020,1,0.002
07171,2022,3,0.041
07172,2006,1,0.034763999999999996
07172,2018,1,9.999999999999999e-05
07176,2006,1,0.001
07176,2011,2,0.073095
07176,2015,1,0.01
07176,2017,1,0.002
07177,2009,2,0.016111999999999998
07177,2010,1,0.017825
07177,2015,3,0.449
07179,2008,1,0.0005
07181,2007,1,0.009689999999999999
07182,2007,2,0.009949
07182,2009,1,0.005
07182,2010,4,0.00624
07182,2012,2,0.056999999999999995
07182,2014,1,9.999999999999999e-05
07182,2016,2,0.024239999999999998
07182,2017,1,0.0005
07182,2019,1,0.0034999999999999996
07183,2019,1,0.13999999999999999
07184,2009,1,0.01
07184,2010,1,0.006254
07184,2014,2,0.06
07184,2017,1,0.00039999999999999996
07184,2021,1,0.018
07184,2023,1,0.0015
07185,2006,1,0.006999999999999999
07185,2008,1,0.004
07185,2009,1,9.999999999999999e-05
07185,2012,1,0.005
07185,2015,2,0.08
07185,2019,1,0.004
07185,2022,1,0.015
07186,2006,1,0.00019999999999999998
07186,2009,1,0.001
07186,2010,1,0.004
07186,2011,1,4.9999999999999996e-06
07186,2018,1,0.0005
07187,2007,1,0.007448
07187,2008,1,0.005
07187,2009,1,0.0005
07187,2010,1,0.005
07187,2011,1,0.004
07187,2013,2,0.0402
07187,2019,2,0.028
07187,2020,1,0.02
07187,2021,1,0.16499999999999998
07187,2022,1,0.003
07189,2006,3,0.138526
07189,2015,2,0.002
07190,2009,1,0.0005
07191,2010,1,0.049999999999999996
07191,2017,1,0.002
07191,2022,1,0.00019999999999999998
07191,2023,1,0.00039999999999999996
07192,2009,1,0.3001
07192,2011,1,0.005
07192,2014,1,0.005
07192,2015,1,0.077
07193,2009,1,4.9999999999999996e-05
07193,2011,1,0.066699
07193,2019,1,0.006999999999999999
07193,2021,1,0.001
07194,2006,1,0.030924
07194,2010,1,0.015
07194,2012,1,0.086
07194,2014,1,0.001
07194,2022,1,0.005
07194,2023,1,0.02
07195,2006,1,0.0015
07196,2006,1,0.0015
07196,2007,1,0.0003
07196,2008,1,0.0007999999999999999
07196,2009,1,2.9999999999999997e-05
07196,2010,1,0.0015
07196,2012,1,0.003
07197,2017,1,0.0005
07197,2022,1,0.06999999999999999
07198,2009,1,0.53
07198,2010,1,0.0025
07198,2012,3,0.043000000000000003
07198,2017,1,0.01
07198,2018,1,0.01
07199,2006,3,0.0062
07199,2008,1,0.002
07199,2010,1,0.005
07199,2015,2,0.00033
07199,2017,1,0.00019999999999999998
07199,2019,1,0.01
07200,2009,1,0.005
07200,2010,1,0.00019999999999999998
07200,2011,1,0.020305
07200,2014,1,0.22999999999999998
07200,2021,1,0.045
07200,2022,1,0.1348
07200,2023,1,0.006
07201,2007,1,0.005
07201,2008,1,0.003
07201,2009,1,0.031
07201,2010,1,0.0025
07201,2012,1,0.005
07201,2015,1,9.999999999999999e-05
07201,2017,2,0.105
07201,2019,1,0.0015
07201,2021,1,0.004
07201,2023,1,0.0005
07202,2007,1,9.999999999999999e-06
07202,2008,1,0.03
07202,2009,2,0.034999999999999996
07202,2010,2,0.027419
07202,2011,1,0.004
07202,2012,3,0.595
07202,2013,1,0.01
07202,2016,2,0.39999999999999997
07202,2020,1,9.999999999999999e-05
07202,2022,2,0.241923
07203,2017,1,0.026
07203,2019,1,0.018
07203,2020,1,0.01
07204,2009,1,0.0015
07204,2012,1,0.001
07204,2014,1,0.0005
07204,2015,1,0.04
07204,2018,1,1.9999999999999998e-05
07204,2019,1,0.004
07205,2015,1,0.04
07206,2015,1,0.006
07207,2009,2,0.051000000000000004
07207,2017,1,0.5499999999999999
07207,2019,1,0.001
07207,2020,1,0.001
07208,2007,1,0.0045
07208,2017,1,0.01
07209,2011,2,0.12015499999999998
07209,2017,2,0.045
07209,2019,2,0.0108
07209,2023,1,0.02
07210,2007,1,0.003
07210,2008,1,0.087
07210,2011,2,0.040600000000000004
07210,2012,1,0.06999999999999999
07210,2014,1,0.3
07210,2019,1,0.009
07210,2020,2,0.007
07210,2021,2,0.0013
07211,2009,1,0.002
07212,2006,2,0.0046619999999999995
07212,2011,1,0.012499999999999999
07212,2019,1,0.00019999999999999998
07212,2023,1,1.9999999999999998e-05
07213,2006,2,0.136361
07213,2007,2,0.018681999999999997
07213,2013,1,9.999999999999999e-05
07213,2015,1,0.002
07214,2007,1,0.002
07214,2017,1,0.01
07215,2006,1,0.0007999999999999999
07215,2019,1,0.002
07215,2022,1,0.015
07216,2011,1,0.020683
07216,2012,1,0.006
07217,2013,1,0.001
07217,2014,1,2.9999999999999997e-05
07217,2017,1,0.012
07217,2019,1,0.015
07217,2020,1,7.999999999999999e-05
07217,2022,2,0.054
07218,2007,1,0.00039999999999999996
07218,2020,2,9.999999999999999e-05
07219,2010,1,0.03
07220,2008,1,0.0034999999999999996
07220,2015,1,0.049999999999999996
07221,2010,1,0.0015
07221,2015,1,0.0015
07221,2019,2,0.03
07222,2008,1,0.013096
07222,2023,1,0.01
07223,2021,1,0.001
07224,2007,1,0.003
07224,2011,2,0.105555
07224,2012,1,0.028999999999999998
07224,2014,1,0.005
07224,2015,2,0.057999999999999996
07224,2021,1,0.015
07226,2008,1,0.265628
07226,2016,2,0.06
07226,2018,1,0.015
07226,2019,1,0.02
07226,2022,1,0.09459999999999999
07227,2017,1,0.005
07230,2006,1,0.002
07230,2008,1,0.00039999999999999996
07230,2009,1,0.003
07230,2019,1,0.04
07230,2022,1,0.005
07231,2012,1,0.005
07231,2015,1,0.003
07231,2016,2,0.003
07232,2006,1,0.002
07232,2016,2,0.3
07232,2017,2,0.10999999999999999
07232,2019,2,0.042
07232,2023,1,0.049999999999999996
07233,2008,1,0.0005
07233,2010,2,0.201428
07233,2011,3,0.09031399999999999
07233,2015,1,0.003
07233,2022,2,0.14
07234,2023,1,0.001
07236,2009,1,0.0007
07236,2019,1,0.003
07237,2006,1,0.0005
07237,2007,1,0.00626
07237,2015,1,0.0045
07237,2017,1,0.01
07237,2020,1,0.0015999999999999999
07238,2011,1,0.005
07238,2015,1,0.0003
07238,2022,2,0.005
07239,2006,1,0.002
07239,2011,1,0.01
07239,2019,2,0.045
07239,2023,1,0.2009
07240,2012,1,0.012
07240,2014,1,0.012499999999999999
07241,2006,2,0.0038
07242,2011,1,0.015
07243,2007,1,0.002
07243,2016,2,0.02
07244,2010,1,0.003
07244,2014,2,0.009000000000000001
07245,2009,2,0.017
07245,2013,1,0.0005
07247,2010,1,0.005
07247,2015,1,0.0005
07247,2019,2,0.022
07248,2006,1,0.03
07248,2008,1,0.023604999999999998
07248,2018,1,0.005
07248,2023,1,0.00019999999999999998
07249,2009,1,0.034999999999999996
07249,2011,1,0.0015
07251,2007,1,4.9999999999999996e-05
07251,2012,1,0.010499999999999999
07251,2017,1,0.096
07251,2018,1,0.03
07251,2019,1,0.04
07251,2020,1,0.0025
07251,2021,1,0.056999999999999995
07252,2008,1,0.002
07252,2009,1,0.023028999999999997
07253,2009,3,0.9089999999999999
07253,2010,1,0.013238999999999999
07253,2015,1,0.005
07253,2020,1,0.0005
07253,2021,1,0.01
07254,2006,1,0.0005
07254,2008,1,0.00015
07254,2009,3,0.0061
07254,2011,1,0.00015
07254,2017,1,0.0012
07254,2019,1,0.003
07254,2022,2,0.01006
07255,2015,1,0.002
07256,2007,1,0.004
07256,2011,1,0.049999999999999996
07256,2012,1,0.020999999999999998
07256,2017,1,0.00019999999999999998
07256,2022,1,0.0005
07257,2008,1,0.003
07257,2017,1,0.06
07258,2006,1,0.0006
07258,2015,1,0.049999999999999996
07258,2020,1,0.005
07259,2020,1,0.02
07261,2006,1,9.999999999999999e-05
07261,2009,1,0.0707
07262,2006,1,0.00015
07262,2009,1,0.1825
07262,2010,1,0.010528
07262,2011,1,0.02786
07262,2015,1,0.01
07262,2017,1,0.01
07262,2021,1,3e-06
07262,2023,1,4.9999999999999996e-06
07263,2011,1,0.002
07263,2012,3,0.21599999999999997
07263,2019,1,0.0005
07264,2022,1,0.02
07265,2006,1,0.04
07265,2009,1,0.015
07265,2014,1,0.001
07265,2016,2,0.06
07265,2020,1,0.6386
07265,2023,1,9.999999999999999e-05
07266,2010,1,0.005
07266,2012,1,0.22999999999999998
07266,2014,1,0.0015
07266,2018,1,0.002
07266,2020,1,0.003
07267,2007,1,0.006999999999999999
07267,2009,1,0.023486
07267,2010,1,0.004
07267,2011,2,0.577
07267,2019,1,0.002
07267,2021,1,0.04
07267,2022,1,0.03
07268,2019,1,0.003
07269,2011,1,0.002
07269,2018,1,0.03
07269,2020,1,0.02
07269,2023,1,0.005
07270,2008,2,0.0058
07270,2012,1,0.02
07274,2023,1,4.9999999999999996e-06
07275,2009,1,0.0015
07275,2010,2,0.020208
07275,2023,1,9.999999999999999e-05
07276,2010,1,0.020499999999999997
07277,2012,2,0.01
07278,2009,3,0.038341999999999994
07278,2012,1,3e-06
07278,2015,1,7.999999999999999e-05
07278,2021,1,0.008
07279,2010,1,9.999999999999999e-05
07280,2006,4,0.052127999999999994
07280,2008,3,0.01
07280,2009,1,0.0025
07280,2011,1,0.036171
07280,2017,1,0.008
07280,2018,1,0.002
07280,2020,1,0.006999999999999999
07281,2006,1,0.0018
07281,2010,1,0.005
07281,2011,1,0.011
07281,2014,1,0.002
07281,2020,1,0.12
07281,2023,1,9.999999999999999e-05
07282,2008,1,0.013859
07282,2015,1,0.0015
07284,2006,2,0.002
07284,2008,1,0.018323
07284,2010,2,0.00205
07284,2011,2,0.0045000000000000005
07284,2012,2,0.034999999999999996
07284,2018,1,0.0025
07284,2019,2,0.0055
07284,2021,1,0.002
07284,2023,1,0.003
07286,2008,2,0.016551999999999997
07286,2015,1,0.3
07286,2020,1,0.0005
07286,2021,1,0.01
07286,2022,2,0.022
07286,2023,1,0.01
07287,2008,2,0.028595
07287,2019,1,0.012199999999999999
07288,2007,1,0.019339
07288,2009,1,0.0046
07288,2015,2,0.004
07288,2016,2,0.016
07288,2021,3,0.0293
07288,2022,2,0.0205
07289,2017,1,0.001
07289,2019,1,0.022
07290,2008,1,0.005314
07290,2012,1,0.0006
07290,2023,1,0.0015
07291,2006,1,0.00039999999999999996
07291,2010,1,0.002
07291,2012,1,0.015
07291,2015,1,0.003
07291,2023,1,0.00019999999999999998
07292,2006,1,0.003
07292,2015,1,0.005
07293,2006,1,0.00019999999999999998
07293,2009,1,0.015
07293,2019,1,0.0034999999999999996
07293,2022,1,0.001
07294,2007,1,0.002
07294,2010,1,0.006094
07295,2007,1,0.002
07295,2008,1,0.008223
07295,2009,1,0.005
07295,2012,1,0.0005
07295,2015,1,0.027999999999999997
07296,2006,1,0.00039999999999999996
07296,2009,1,0.0015
07296,2011,1,0.002
07297,2011,1,0.0031999999999999997
07298,2015,1,0.032
07299,2012,1,0.003
07299,2015,1,9.999999999999999e-05
07300,2009,1,0.0005
07300,2010,1,4.9999999999999996e-05
07300,2011,1,0.003
07301,2016,2,0.01
07301,2017,1,0.003
07301,2018,1,0.024999999999999998
07301,2020,1,0.001
07301,2022,1,0.01
07302,2006,2,0.0006999999999999999
07303,2010,1,0.010256999999999999
07304,2006,1,0.002
07304,2007,1,0.014967
07304,2009,1,0.005
07304,2016,2,0.004
07304,2017,3,0.032799999999999996
07304,2018,1,0.002
07304,2019,1,0.0056
07305,2006,3,0.006
07305,2008,2,0.001
07305,2010,1,0.12915
07305,2013,1,0.003
07305,2017,1,0.004
07305,2019,1,0.0007
07305,2023,1,0.2525
07306,2007,1,0.004
07306,2009,1,0.0015
07307,2007,2,0.0025
07307,2008,2,0.009673
07307,2009,1,0.051253
07307,2010,1,0.005
07307,2015,2,0.004
07307,2017,6,0.04
07307,2018,1,0.02
07307,2019,3,0.0081
07307,2020,1,0.049999999999999996
07307,2021,1,0.004
07307,2022,1,0.01
07308,2009,2,0.04521
07308,2018,1,0.02
07309,2006,2,0.0017000000000000001
07309,2009,1,4.9999999999999996e-05
07309,2015,1,0.003
07309,2016,2,0.005
07309,2022,1,0.0005
07310,2007,3,0.005
07310,2010,1,0.0015
07310,2015,1,0.0015
07310,2016,2,0.003
07310,2019,1,0.0005
07314,2008,1,0.006
07314,2019,1,0.003
07314,2021,1,0.00015
07315,2006,1,0.02
07315,2008,1,1.222639
07315,2010,2,0.033306999999999996
07315,2011,1,0.006417
07315,2013,2,0.05499999999999999
07315,2015,1,0.005
07315,2018,1,0.00019999999999999998
07315,2019,2,0.003
07315,2020,1,0.19999999999999998
07315,2022,2,0.0525
07317,2006,1,0.002
07318,2016,2,0.04
07318,2017,1,0.003
07318,2019,1,0.01
07319,2006,1,0.0007999999999999999
07319,2007,2,0.01415
07319,2023,1,9.999999999999999e-05
07321,2020,1,0.0005
07321,2022,1,0.15339999999999998
07322,2006,1,0.0034999999999999996
07322,2008,1,0.003
07322,2010,1,0.008518
07322,2014,1,0.06
07322,2015,1,0.010005
07322,2016,2,0.01
07322,2020,1,0.001
07322,2023,2,0.073
07323,2011,1,0.0003
07323,2014,2,0.0005
07323,2015,3,0.194
07323,2016,2,0.02
07323,2020,2,0.068
07323,2021,1,0.0025
07324,2006,1,9.999999999999999e-06
07324,2009,2,0.001
07324,2017,1,0.005
07325,2008,1,0.0034999999999999996
07325,2009,1,0.0015
07325,2011,1,0.00015
07325,2012,1,0.003
07325,2022,1,0.0003
07325,2023,1,0.0005
07327,2008,1,0.058212
07327,2012,1,0.047
07328,2009,2,0.033
07328,2010,1,0.165399
07328,2011,1,0.023479999999999997
07328,2017,2,0.10039999999999999
07328,2019,1,0.2983
07329,2007,2,0.0032
07329,2009,1,0.0015
07329,2011,3,0.48799999999999993
07329,2013,2,0.13
07329,2015,1,0.065
07329,2022,3,0.0165
07329,2023,1,0.001
07330,2010,1,0.001
07330,2011,1,0.00015
07330,2015,1,0.001
07330,2019,1,0.31279999999999997
07330,2022,2,0.7624
07331,2007,1,0.003
07331,2008,2,0.0153
07331,2009,2,0.01
07331,2010,2,0.00065
07331,2017,1,0.0015
07331,2020,1,0.00015
07331,2021,1,0.0006
07331,2022,1,0.004
07332,2016,2,0.008
07332,2023,1,0.04
07333,2006,1,3e-06
07333,2012,1,0.020999999999999998
07334,2011,1,0.0015
07334,2012,1,4.9999999999999996e-05
07334,2013,1,0.3
07334,2014,1,3.9999999999999996e-05
07334,2018,3,0.01315
07334,2019,2,0.0108
07334,2021,1,9.999999999999999e-05
07335,2012,1,0.040999999999999995
07335,2022,1,9.999999999999999e-05
07337,2006,1,0.0003
07337,2015,1,0.022
07337,2018,1,0.01
07337,2023,1,0.0005
07338,2008,3,0.011484
07338,2020,1,0.0025
07339,2007,1,0.01492
07339,2012,2,0.006
07339,2016,2,0.003
07340,2012,1,0.001
07341,2010,1,0.005
07341,2017,1,0.01
07341,2022,1,0.008
07342,2006,1,0.00015
07343,2006,1,9.999999999999999e-05
07343,2007,2,0.003
07343,2012,3,0.0053
07343,2021,1,0.0005
07343,2022,1,0.002
07343,2023,1,0.005
07344,2006,2,0.151992
07344,2017,1,0.00015
07344,2020,1,0.005
07344,2022,1,0.01
