Année,Code INSEE,Surface parcourue (km2)
2011,24207,1.9999999999999998e-05
2011,04166,0.001
2011,04148,0.019799999999999998
2011,34035,0.0060999999999999995
2011,2A108,0.002
2011,04195,9.999999999999999e-05
2011,48051,0.010199999999999999
2011,06058,0.00039999999999999996
2011,2A324,0.003
2011,2A130,1.9999999999999998e-05
2011,38177,0.008
2011,06132,0.005
2011,04135,0.015
2011,07139,0.326299
2011,07233,0.039313999999999995
2011,74208,0.0481
2011,38188,0.02
2011,24479,9.999999999999999e-06
2011,06023,0.9043819999999999
2011,05102,0.049999999999999996
2011,07058,0.01
2011,38049,0.002
2011,06162,0.006
2011,07233,0.048
2011,2A198,9.999999999999999e-06
2011,07160,0.0135
2011,06127,0.004
2011,07064,0.016302
2011,07256,0.049999999999999996
2011,06013,0.0009
2011,07329,0.003
2011,07025,1.3499999999999999
2011,06151,0.002
2011,63084,0.02072
2011,48066,0.015
2011,11329,0.046513
2011,04195,0.00039999999999999996
2011,07210,0.04
2011,04090,0.034999999999999996
2011,48095,0.01
2011,38414,0.06
2011,48103,0.001
2011,04161,0.009
2011,07209,0.08241699999999999
2011,63441,0.003132
2011,48193,0.00019999999999999998
2011,74265,0.03
2011,38561,0.5
2011,28140,0.00039999999999999996
2011,06073,0.7055549999999999
2011,38206,0.015
2011,07269,0.002
2011,11316,0.020399999999999998
2011,06050,0.023993
2011,48028,0.370013
2011,24410,9.999999999999999e-06
2011,09134,0.140004
2011,06120,0.008
2011,09328,0.15
2011,40017,0.0015
2011,04054,0.0018
2011,04039,0.055999999999999994
2011,05088,0.024999999999999998
2011,2A040,0.00019999999999999998
2011,46324,0.01
2011,74127,0.03
2011,65202,0.01
2011,48022,0.09999999999999999
2011,40284,0.00019999999999999998
2011,83035,9.999999999999999e-06
2011,74258,0.034999999999999996
2011,48098,0.02
2011,33255,0.005
2011,48146,0.0095
2011,19183,4.9999999999999996e-06
2011,34107,0.024999999999999998
2011,48187,0.01
2011,11321,0.041561999999999995
2011,04039,0.027999999999999997
2011,74027,0.013999999999999999
2011,48187,0.02
2011,33336,0.0005
2011,71486,2.9999999999999997e-05
2011,43085,0.12
2011,40172,0.005
2011,07192,0.005
2011,07209,0.037738
2011,43019,0.0083
2011,24147,0.015
2011,38170,0.002
2011,33417,0.005699999999999999
2011,24308,0.001
2011,40036,0.0003
2011,63017,0.01641
2011,2A040,0.00015
2011,66156,0.08
2011,2A209,0.0015
2011,48136,0.008
2011,07001,0.087131
2011,48116,0.18
2011,65444,0.06999999999999999
2011,48088,0.008
2011,48178,0.001
2011,48005,0.0003
2011,66140,0.02
2011,48147,0.0006
2011,65113,0.09999999999999999
2011,65218,0.35
2011,48004,0.0015
2011,71486,0.0003
2011,24356,0.0007999999999999999
2011,63335,0.09033999999999999
2011,2B079,0.03
2011,11203,9.999999999999999e-06
2011,11198,0.00015
2011,11295,9.999999999999999e-06
2011,34224,0.0147
2011,33122,0.0003
2011,33457,0.01
2011,71313,0.002
2011,11282,1.9999999999999998e-05
2011,26067,0.0063999999999999994
2011,66005,0.01
2011,07155,0.005
2011,07030,0.005
2011,2A300,9.999999999999999e-05
2011,34147,0.009
2011,07111,0.00019999999999999998
2011,34279,0.15
2011,34117,0.0031
2011,34193,0.0213
2011,34269,0.005
2011,24295,4.9999999999999996e-06
2011,34075,0.0006
2011,33333,0.01
2011,48152,0.09999999999999999
2011,04093,0.01
2011,33229,0.015
2011,07334,0.0015
2011,38423,0.01
2011,24197,1.9999999999999998e-05
2011,34170,0.018
2011,24047,0.024999999999999998
2011,06106,0.003
2011,84089,0.0003
2011,71085,2.9999999999999997e-05
2011,48018,0.01
2011,07144,0.027
2011,06141,0.06311699999999999
2011,34243,0.09749999999999999
2011,07224,0.102555
2011,05046,0.015
2011,33251,0.0015
2011,34339,0.018
2011,30339,0.04
2011,34007,0.0075
2011,12167,0.01
2011,34312,0.02
2011,48022,0.006
2011,71212,0.0003
2011,48036,0.22499999999999998
2011,33165,0.003
2011,04204,0.015
2011,06050,0.0058
2011,07224,0.003
2011,34205,0.004
2011,34268,0.0034999999999999996
2011,33478,0.0025
2011,24511,0.005
2011,24495,2.9999999999999997e-05
2011,07155,0.00015
2011,24077,0.005
2011,71310,0.001
2011,24299,0.002
2011,12226,0.09999999999999999
2011,48132,0.01
2011,48049,0.005
2011,2A041,0.00019999999999999998
2011,48022,0.38
2011,24040,0.0003
2011,84089,0.010499999999999999
2011,24494,0.15
2011,84005,0.01
2011,33203,0.0025
2011,24040,0.02
2011,38561,0.125
2011,04192,0.011
2011,71486,0.002
2011,84079,0.02
2011,06013,0.056885
2011,2A271,0.00015
2011,24257,9.999999999999999e-06
2011,24498,0.002
2011,40155,0.00011999999999999999
2011,33223,0.02
2011,24308,0.005
2011,38444,0.002
2011,2A144,0.0025
2011,24494,9.999999999999999e-05
2011,07147,0.019828
2011,40158,0.00019999999999999998
2011,40333,0.0364
2011,67180,0.06999999999999999
2011,38326,0.06999999999999999
2011,16025,0.01
2011,48101,0.0010999999999999998
2011,11014,0.0005
2011,07171,9.999999999999999e-05
2011,24110,0.02
2011,24393,9.999999999999999e-06
2011,65099,0.002
2011,2A133,0.0003
2011,34059,0.0089
2011,33090,0.01
2011,71310,0.0003
2011,07200,0.020305
2011,48066,0.086
2011,2A324,0.00019999999999999998
2011,71107,0.002
2011,04042,0.038
2011,74311,0.02
2011,12044,0.03
2011,33281,9.999999999999999e-05
2011,12251,0.0007999999999999999
2011,71095,0.002
2011,38272,0.001
2011,38540,0.02
2011,09030,0.09999999999999999
2011,48028,0.22999999999999998
2011,2A247,0.0007999999999999999
2011,05009,0.5499999999999999
2011,24205,0.01
2011,11303,0.0005
2011,07262,0.02786
2011,24454,0.01
2011,24554,0.008
2011,63006,0.22399999999999998
2011,12196,0.0005
2011,12208,9.999999999999999e-05
2011,06017,0.010405
2011,24220,1.9999999999999998e-05
2011,12033,9.999999999999999e-05
2011,12071,9.999999999999999e-05
2011,11091,0.011616
2011,2A021,0.0005
2011,2A284,0.0006
2011,2A117,0.02
2011,2A271,9.999999999999999e-05
2011,33021,0.03
2011,12043,9.999999999999999e-05
2011,38408,0.0015
2011,24051,9.999999999999999e-06
2011,33115,0.03
2011,43174,0.01
2011,72135,0.049999999999999996
2011,24312,9.999999999999999e-06
2011,63380,0.045831
2011,24547,0.00019999999999999998
2011,33534,0.0003
2011,24274,9.999999999999999e-06
2011,74311,0.02
2011,33526,0.00402
2011,28404,0.002
2011,33541,1.4999999999999999e-05
2011,24042,1e-06
2011,33436,0.01
2011,33318,9.999999999999999e-06
2011,97424,0.006
2011,11136,0.0078
2011,33108,1.4999999999999999e-05
2011,33213,1.9999999999999998e-05
2011,33240,0.001
2011,19007,0.03
2011,11202,0.001
2011,17232,0.0003
2011,86263,0.04
2011,2A330,0.003
2011,12205,0.049999999999999996
2011,17157,0.00015
2011,24258,0.3
2011,19031,0.0005
2011,24048,0.00015
2011,11137,9.999999999999999e-05
2011,24503,0.02
2011,24481,0.01
2011,07284,0.004
2011,40261,9.999999999999999e-05
2011,33456,0.003
2011,2A144,0.00025
2011,33307,0.003
2011,47196,0.010499999999999999
2011,33218,0.003
2011,24330,0.02
2011,15044,0.049999999999999996
2011,24579,0.04
2011,16070,0.049999999999999996
2011,33192,0.00019999999999999998
2011,33505,0.02
2011,40197,0.030799999999999998
2011,72361,0.049999999999999996
2011,07087,0.003
2011,47056,0.0015
2011,33095,0.00019999999999999998
2011,2A092,0.002
2011,07242,0.015
2011,48176,0.0025
2011,24259,0.00019999999999999998
2011,33284,0.02
2011,17408,0.0015
2011,33491,0.02
2011,33496,0.03
2011,33164,0.01
2011,17283,0.01
2011,12126,0.01
2011,33555,0.003
2011,47115,0.015
2011,38423,0.0025
2011,40281,0.0025
2011,56154,0.015
2011,09192,0.049999999999999996
2011,33498,0.001
2011,47098,0.003
2011,47037,0.01
2011,33117,0.005
2011,24031,0.02
2011,47148,0.00039999999999999996
2011,24505,9.999999999999999e-06
2011,47049,0.005
2011,17314,0.015
2011,2A330,0.003
2011,81216,0.01
2011,34069,0.024999999999999998
2011,24272,9.999999999999999e-06
2011,48020,0.107
2011,12209,9.999999999999999e-05
2011,2A323,0.00019999999999999998
2011,19096,0.04
2011,47042,0.0005
2011,48192,0.03
2011,07233,0.003
2011,34013,0.010329999999999999
2011,47131,0.01
2011,26360,0.013999999999999999
2011,24527,0.005
2011,58145,0.006
2011,72054,0.02
2011,24471,0.0005
2011,24010,2e-06
2011,33314,1.4999999999999999e-05
2011,47109,0.01
2011,30296,0.0123
2011,33177,0.0007999999999999999
2011,34247,9.999999999999999e-05
2011,12270,0.0003
2011,40287,0.013739999999999999
2011,65408,0.3
2011,30331,0.04
2011,07154,0.026171
2011,24006,0.005
2011,81227,0.005
2011,07212,0.012499999999999999
2011,71153,0.0005
2011,71456,0.001
2011,38328,0.02
2011,07329,0.44999999999999996
2011,24388,0.0005
2011,72122,0.04
2011,38266,0.0012
2011,84051,0.005
2011,24354,4.9999999999999996e-05
2011,63307,0.012199999999999999
2011,24165,9.999999999999999e-06
2011,71079,0.0006
2011,07267,0.23299999999999998
2011,39036,0.02
2011,24354,9.999999999999999e-06
2011,71347,0.0005
2011,33244,9.999999999999999e-05
2011,05003,0.04
2011,07114,0.01
2011,07072,0.005
2011,07329,0.034999999999999996
2011,33555,0.00019999999999999998
2011,48119,0.01
2011,40192,0.002
2011,04166,0.001
2011,83072,0.00039999999999999996
2011,65395,4e-06
2011,24418,0.015
2011,33122,0.00039999999999999996
2011,17269,0.015
2011,33122,0.004
2011,24481,0.0006
2011,33051,0.0003
2011,40021,0.003
2011,71243,0.02
2011,67291,0.0005
2011,2A249,4.9999999999999996e-05
2011,06094,0.002
2011,40030,0.006999999999999999
2011,40287,0.0084
2011,26190,0.0017499999999999998
2011,63038,0.0287
2011,38440,0.01
2011,33529,5.9999999999999995e-05
2011,07156,0.0005
2011,2A114,5.9999999999999995e-05
2011,58218,0.004
2011,04205,0.0015
2011,2A004,9.999999999999999e-06
2011,07300,0.003
2011,2A209,0.003
2011,2A031,9.999999999999999e-05
2011,38437,0.004
2011,04008,0.034999999999999996
2011,13056,0.03
2011,83109,0.013
2011,38471,0.002
2011,47032,4.9999999999999996e-05
2011,56045,0.024999999999999998
2011,24485,0.01
2011,06074,0.017703
2011,24226,2e-06
2011,2A006,2.9999999999999997e-05
2011,24035,0.0005
2011,43068,0.18
2011,68058,0.0045
2011,07144,0.12
2011,2A141,0.00019999999999999998
2011,48004,0.06999999999999999
2011,11154,9.999999999999999e-05
2011,24035,0.00039999999999999996
2011,33199,0.002
2011,24309,0.0005
2011,33452,0.034999999999999996
2011,33214,1.9999999999999998e-05
2011,33199,0.01
2011,32198,0.049999999999999996
2011,07038,0.15
2011,33122,0.004
2011,2A092,4.9999999999999996e-05
2011,30284,0.005
2011,2A139,2.9999999999999997e-05
2011,38124,0.005
2011,2A324,0.02
2011,40009,0.01
2011,40266,0.013
2011,83007,9.999999999999999e-05
2011,38563,0.001
2011,24557,6e-06
2011,40217,0.0034999999999999996
2011,07045,0.001
2011,33523,0.002
2011,24234,1.9999999999999998e-05
2011,40046,0.0003
2011,24391,0.01
2011,24434,0.005
2011,28404,0.0006
2011,26076,0.11309999999999999
2011,24480,0.09999999999999999
2011,04019,0.0015
2011,26086,0.0171
2011,58157,0.004
2011,34112,0.051
2011,13026,0.0015
2011,13026,0.0015
2011,04096,0.01
2011,07165,0.028887
2011,47101,0.0005
2011,07017,0.02
2011,07263,0.002
2011,2A130,0.00025
2011,71481,0.0005
2011,2A330,9.999999999999999e-06
2011,24319,0.002
2011,2A186,9.999999999999999e-06
2011,11069,1.2e-05
2011,2A092,9.999999999999999e-05
2011,33326,0.002
2011,33051,0.0025
2011,71390,0.0005
2011,47221,0.03
2011,40052,0.009
2011,24093,0.0015999999999999999
2011,2A070,1.9999999999999998e-05
2011,71447,0.02
2011,74282,0.02
2011,16105,0.02
2011,2A031,0.03
2011,33472,0.00025
2011,24199,0.0075
2011,24264,1e-06
2011,2A130,0.002
2011,11144,0.0003
2011,66148,0.005
2011,34158,0.012
2011,33164,0.00025
2011,38114,0.002
2011,66190,0.06
2011,33472,0.0015
2011,2A070,9.999999999999999e-05
2011,68223,0.0005
2011,30270,0.08
2011,06127,0.00039999999999999996
2011,30132,0.0127
2011,83031,0.00061
2011,66150,0.01
2011,33112,0.01
2011,48051,0.006
2011,56075,0.24
2011,30130,0.015
2011,33273,0.01
2011,71332,9.999999999999999e-05
2011,07135,0.310478
2011,07004,0.013831999999999999
2011,30302,0.02
2011,13055,0.0055
2011,24404,0.0003
2011,83040,0.005
2011,30203,0.0073999999999999995
2011,2A070,0.00019999999999999998
2011,30302,0.02
2011,26216,0.0036999999999999997
2011,83006,0.0065
2011,06162,0.046683999999999996
2011,40296,0.003
2011,24484,2e-06
2011,2B161,0.3372
2011,47297,0.02
2011,2A189,0.0005
2011,24369,2e-06
2011,33474,0.04
2011,24378,0.001
2011,06063,0.0005
2011,26152,0.0070999999999999995
2011,24127,0.005
2011,28258,0.015
2011,40037,0.0005
2011,2A139,4.9999999999999996e-05
2011,24079,1.3
2011,11272,0.003
2011,24485,0.04
2011,07167,0.005
2011,33214,9e-06
2011,06048,0.002
2011,81036,0.02
2011,2A351,0.008
2011,33529,0.002
2011,33498,0.004
2011,19125,0.25
2011,26145,0.0015
2011,2A022,2.9999999999999997e-05
2011,13007,0.00019999999999999998
2011,33090,0.0003
2011,07267,0.344
2011,47284,0.00035
2011,24372,0.00025
2011,34075,0.045
2011,24271,0.02
2011,16236,0.02
2011,47173,4.9999999999999996e-05
2011,63276,0.025137999999999997
2011,71072,9.999999999999999e-05
2011,24346,0.02
2011,58255,0.006
2011,11194,9.999999999999999e-06
2011,24126,1.9999999999999998e-05
2011,07144,0.035472
2011,68249,0.0005
2011,33131,0.0005
2011,2A027,1.9999999999999998e-05
2011,24314,0.04
2011,24059,0.00019999999999999998
2011,11379,0.00019999999999999998
2011,07330,0.00015
2011,07134,0.002
2011,33288,0.002
2011,33138,0.0005
2011,33203,0.0025
2011,24582,4.9999999999999996e-06
2011,74032,0.01
2011,40169,0.075
2011,40210,0.0060999999999999995
2011,2A258,0.001
2011,2A018,9.999999999999999e-06
2011,33503,0.0005
2011,17044,0.004
2011,24104,0.0006
2011,06083,0.0005
2011,06163,0.0003
2011,07202,0.004
2011,24396,0.00039999999999999996
2011,84066,0.0025
2011,30345,0.01
2011,33529,0.0045
2011,33300,0.0006
2011,24366,0.0003
2011,56237,0.01
2011,2B354,0.0015
2011,40167,4.9999999999999996e-05
2011,81065,0.003
2011,40243,0.005
2011,07239,0.01
2011,17318,0.00019999999999999998
2011,39530,0.01
2011,13016,0.006
2011,17104,0.024999999999999998
2011,67472,0.015
2011,11279,0.0015
2011,19119,0.01
2011,2A200,0.0003
2011,2A031,0.08
2011,07216,0.020683
2011,72211,0.02
2011,07138,0.012006
2011,60579,0.03
2011,40281,0.036
2011,81110,0.005
2011,33266,0.002
2011,71572,0.00019999999999999998
2011,07154,0.00019999999999999998
2011,33452,0.005
2011,65017,0.005
2011,2A324,0.0015
2011,83068,0.0038
2011,38341,0.04
2011,28393,0.02
2011,11022,0.0025
2011,13073,0.00019999999999999998
2011,24577,0.0015
2011,17077,0.01
2011,07045,0.003
2011,24391,0.02
2011,24277,0.003
2011,2A270,4.9999999999999996e-05
2011,12150,0.049999999999999996
2011,40229,0.00065
2011,48152,0.0003
2011,24391,9.999999999999999e-06
2011,24391,0.00019999999999999998
2011,24035,0.00019999999999999998
2011,71566,9.999999999999999e-05
2011,07325,0.00015
2011,07022,0.0021999999999999997
2011,16124,0.02
2011,72291,0.52
2011,07016,0.001
2011,2A026,0.005
2011,2A211,2.9999999999999997e-05
2011,33424,0.0025
2011,2A139,9.999999999999999e-05
2011,33540,0.001
2011,33012,0.00039999999999999996
2011,48066,0.062
2011,2A186,0.00019999999999999998
2011,28124,9.999999999999999e-05
2011,11039,9.999999999999999e-05
2011,83999,0.06
2011,33318,0.04
2011,40167,0.00039999999999999996
2011,83999,0.04
2011,28348,0.0015
2011,2A004,0.0003
2011,45346,0.079
2011,43033,0.0385
2011,2A117,0.02
2011,24517,0.034999999999999996
2011,33021,0.006
2011,24080,0.049999999999999996
2011,71153,3.9999999999999996e-05
2011,24344,0.02
2011,2A359,0.00015
2011,2A312,0.00025
2011,2A118,0.00019999999999999998
2011,24079,9.999999999999999e-05
2011,06130,0.001
2011,05145,0.003
2011,71026,0.0006
2011,33498,0.001
2011,47315,0.002
2011,33233,0.0075
2011,47215,0.03
2011,07001,0.02
2011,18245,0.015
2011,48027,0.06
2011,84017,0.04
2011,07045,0.0018
2011,22080,0.0003
2011,19090,0.02
2011,13016,0.01
2011,40135,0.005
2011,68112,0.01
2011,71231,0.0003
2011,84076,0.004
2011,11433,0.0025
2011,71267,3.5e-05
2011,30323,0.002
2011,07210,0.0006
2011,33452,9.999999999999999e-05
2011,48066,0.0003
2011,33536,0.015
2011,24188,0.0003
2011,11295,9.999999999999999e-06
2011,24521,0.0003
2011,33203,0.0003
2011,24294,0.00025
2011,07045,0.0015
2011,33337,4.9999999999999996e-05
2011,33439,0.0003
2011,40154,0.01
2011,33011,9.999999999999999e-05
2011,11262,0.00015
2011,40075,9.999999999999999e-05
2011,24319,0.040299999999999996
2011,33042,0.0005
2011,48028,0.005
2011,48028,0.005
2011,47257,0.01
2011,24354,0.00039999999999999996
2011,33417,0.33999999999999997
2011,71475,9.999999999999999e-05
2011,71153,9.999999999999999e-05
2011,33544,0.0015
2011,13104,0.0005
2011,24488,0.0015
2011,2A070,5.9999999999999995e-05
2011,71499,3.9999999999999996e-05
2011,40133,0.02
2011,24430,0.001
2011,24434,0.03
2011,40210,2.9999999999999997e-05
2011,33205,0.005
2011,40135,0.024999999999999998
2011,63006,0.06319
2011,33009,1.4999999999999999e-05
2011,13055,0.006
2011,13041,0.0005
2011,33203,0.0003
2011,30284,0.0021
2011,13056,0.0006
2011,89006,0.02
2011,71204,0.00019999999999999998
2011,40162,9.999999999999999e-05
2011,40307,0.0026999999999999997
2011,13033,0.0015
2011,2A041,9.999999999999999e-05
2011,17470,0.0034999999999999996
2011,2A032,9.999999999999999e-06
2011,68151,0.003
2011,40133,0.055
2011,18227,0.0010999999999999998
2011,71246,2.9999999999999997e-05
2011,24035,9.999999999999999e-06
2011,24134,0.005
2011,2A276,0.0005
2011,71076,1.4999999999999999e-05
2011,33540,0.0003
2011,33436,2.9999999999999997e-05
2011,33122,4.9999999999999996e-05
2011,04008,0.0015199999999999999
2011,33213,0.001
2011,33494,2.9999999999999997e-05
2011,33494,2.9999999999999997e-05
2011,33484,0.0005
2011,47254,0.001
2011,06064,0.004
2011,04136,0.0005
2011,06142,0.548443
2011,2A061,4.9999999999999996e-05
2011,67463,0.02
2011,71237,0.00015
2011,06088,0.0005
2011,40200,0.02
2011,63314,0.004765999999999999
2011,16179,0.020499999999999997
2011,24294,0.0003
2011,33439,0.00039999999999999996
2011,11041,4.9999999999999996e-05
2011,71180,0.0005
2011,13051,0.003
2011,33093,5.9999999999999995e-05
2011,33417,0.0003
2011,71329,0.001
2011,33333,9.999999999999999e-06
2011,71359,0.0005
2011,17342,0.01
2011,11379,0.005
2011,71118,0.0003
2011,84054,0.006
2011,63470,0.0015999999999999999
2011,40158,0.0106
2011,71516,0.0003
2011,2A032,1.9999999999999998e-05
2011,40200,0.022
2011,26189,5.9999999999999995e-05
2011,2A278,9.999999999999999e-05
2011,33417,4.9999999999999996e-05
2011,2A271,0.00019999999999999998
2011,11015,0.001
2011,07167,0.0005
2011,2A362,9.999999999999999e-05
2011,84088,0.0005
2011,40065,9.999999999999999e-05
2011,71340,7.999999999999999e-05
2011,17130,0.001
2011,24157,4.9999999999999996e-05
2011,24504,9.999999999999999e-05
2011,24430,0.015
2011,26216,0.0024
2011,33412,0.01
2011,71344,2.9999999999999997e-05
2011,24141,4.9999999999999996e-06
2011,40167,9.999999999999999e-06
2011,30325,0.012
2011,40227,0.024999999999999998
2011,33514,0.00019999999999999998
2011,33529,0.0034999999999999996
2011,47007,9.999999999999999e-05
2011,72054,0.02
2011,83115,0.0003
2011,40163,0.01
2011,2A362,9.999999999999999e-05
2011,2A092,9.999999999999999e-05
2011,17380,0.0007999999999999999
2011,2A103,0.0015
2011,40234,0.0025
2011,11236,0.00015
2011,40326,1e-06
2011,40164,9.999999999999999e-06
2011,33042,2e-06
2011,83143,0.0023
2011,2A114,0.001
2011,2A269,0.0005
2011,11279,0.0015999999999999999
2011,2A209,0.00019999999999999998
2011,13088,0.049999999999999996
2011,33019,0.003
2011,40163,0.002
2011,28404,0.00025
2011,33240,0.003
2011,11404,0.008520999999999999
2011,71192,0.0003
2011,13069,0.002
2011,13001,0.00019999999999999998
2011,33422,0.002
2011,13081,0.01
2011,40167,9.999999999999999e-06
2011,2A349,0.0005
2011,13107,0.004
2011,30062,0.36
2011,2A004,0.0005
2011,2A345,0.002
2011,47211,0.01
2011,33192,1.9999999999999998e-05
2011,07045,0.021946999999999998
2011,16276,0.01
2011,2A142,1.9999999999999998e-05
2011,17077,0.005
2011,17243,0.00019999999999999998
2011,2A312,4.9999999999999996e-05
2011,33449,0.005
2011,28404,0.00039999999999999996
2011,86118,0.02
2011,33256,9.999999999999999e-06
2011,33042,0.001
2011,40134,0.00039999999999999996
2011,30270,0.009219999999999999
2011,48176,0.034999999999999996
2011,16162,0.02
2011,07050,0.003
2011,26085,0.002
2011,2A004,9.999999999999999e-05
2011,33056,5.9999999999999995e-05
2011,2A348,0.005
2011,33106,9.999999999999999e-06
2011,30270,0.0053
2011,2A345,0.00019999999999999998
2011,17366,0.005
2011,2A209,0.001
2011,33300,0.001
2011,2A348,0.01
2011,33122,2.9999999999999997e-05
2011,2A345,0.0005
2011,2B265,0.02
2011,83049,0.00035
2011,28149,4e-06
2011,2A312,4.9999999999999996e-05
2011,2A142,9.999999999999999e-06
2011,95127,0.001
2011,2B046,0.004
2011,06069,0.006999999999999999
2011,33318,0.0003
2011,11285,0.00019999999999999998
2011,11285,9.999999999999999e-05
2011,11285,0.00019999999999999998
2011,24063,0.04
2011,13002,0.00015
2011,68060,0.0005
2011,84148,0.0005
2011,34088,0.0009
2011,06068,0.011557
2011,33529,0.0015
2011,11256,9.999999999999999e-05
2011,17240,0.001
2011,83057,9.999999999999999e-06
2011,17052,0.001
2011,2A139,0.00019999999999999998
2011,33233,0.002
2011,34032,9.999999999999999e-06
2011,06054,4.9999999999999996e-05
2011,2A041,9.999999999999999e-05
2011,30304,0.0213
2011,2A004,0.001
2011,2A254,9.999999999999999e-06
2011,33005,0.001
2011,40119,0.031
2011,30242,0.02
2011,13088,0.005
2011,06018,0.003
2011,33233,0.003
2011,07281,0.011
2011,30142,0.0012
2011,40184,0.0015
2011,66137,0.003
2011,40163,0.001
2011,11379,0.37488699999999997
2011,06118,0.002
2011,11154,0.02862
2011,2A032,0.0005
2011,83018,0.0015
2011,83101,0.001
2011,71550,0.0005
2011,40119,9.999999999999999e-05
2011,84052,0.00019999999999999998
2011,26212,0.021599999999999998
2011,34163,0.0017
2011,17351,0.005
2011,13048,0.00025
2011,13048,0.00025
2011,71070,0.00015
2011,45072,0.04
2011,34340,0.023
2011,33019,0.004
2011,48074,0.02
2011,22210,0.001
2011,17110,0.01
2011,38332,0.008
2011,17079,0.0025
2011,45072,0.005
2011,2A114,0.00015
2011,2A001,0.01
2011,33449,0.010119999999999999
2011,11262,0.04417
2011,30284,0.01
2011,11421,0.0068
2011,2A271,0.0005
2011,83137,0.001
2011,33009,0.00019999999999999998
2011,34341,0.08
2011,06105,0.0015
2011,33255,0.008
2011,26098,0.002
2011,48034,0.0003
2011,47008,0.005
2011,33417,0.003
2011,2B178,0.01
2011,2A001,0.003
2011,33417,0.002
2011,83068,0.0023
2011,71277,0.00019999999999999998
2011,06126,0.002
2011,16357,0.01
2011,13040,0.0003
2011,38087,0.03
2011,06075,4.9999999999999996e-05
2011,17333,0.003
2011,17110,0.045
2011,24488,0.03
2011,83090,0.003
2011,06147,0.0014
2011,24550,0.01
2011,13047,0.005
2011,06091,0.0005
2011,33417,0.01
2011,33417,0.01
2011,2B183,0.03
2011,07297,0.0031999999999999997
2011,13040,0.00015
2011,2A345,0.00039999999999999996
2011,16013,0.01
2011,33417,0.01
2011,11404,0.004
2011,34035,0.0017
2011,13097,0.049999999999999996
2011,84101,0.005
2011,16119,0.01
2011,32371,0.01
2011,71076,2.9999999999999997e-05
2011,2A142,9.999999999999999e-05
2011,71076,0.00015
2011,12012,0.001
2011,17130,0.002
2011,2A040,0.0005
2011,33322,0.001
2011,06021,0.0005
2011,71118,0.0005
2011,71584,4.9999999999999996e-05
2011,40297,0.0012
2011,06060,0.005
2011,13110,0.00315
2011,33009,0.0003
2011,33271,0.005
2011,71358,0.00065
2011,25056,3.2e-05
2011,40133,0.00039999999999999996
2011,13063,0.001
2011,71059,4.9999999999999996e-05
2011,71147,0.01
2011,2A004,0.0005
2011,71342,0.002
2011,28256,0.0025
2011,86293,0.04
2011,07045,0.001
2011,2A247,0.0005
2011,50296,0.25
2011,17337,0.004
2011,2A032,0.0005
2011,2A099,9.999999999999999e-05
2011,33122,0.0007999999999999999
2011,06122,0.0015
2011,34056,0.0056
2011,33434,0.006999999999999999
2011,07296,0.002
2011,06033,0.0007999999999999999
2011,2A004,0.00019999999999999998
2011,33192,0.0006
2011,16374,0.83
2011,72054,0.02
2011,33063,0.0006
2011,45122,0.07429999999999999
2011,17058,4.9999999999999996e-05
2011,17173,0.065
2011,33424,0.0005
2011,16066,0.01
2011,72054,0.02
2011,33034,0.039099999999999996
2011,33229,0.0015
2011,72217,0.01
2011,72047,0.02
2011,24367,0.003
2011,33339,0.00025
2011,2B229,0.002
2011,33144,0.01
2011,2A215,0.02
2011,19031,0.03
2011,33022,0.0025
2011,2A348,9.999999999999999e-05
2011,28360,0.0015
2011,07045,0.0003
2011,2B354,9.999999999999999e-05
2011,33248,0.004
2011,35002,0.12
2011,72300,0.32999999999999996
2011,33005,0.0007999999999999999
2011,2A103,0.003
2011,35319,0.049999999999999996
2011,60159,0.01
2011,2A004,0.00019999999999999998
2011,40184,0.0005
2011,71499,9.999999999999999e-05
2011,40056,0.01
2011,72128,0.015
2011,2A104,0.00019999999999999998
2011,2A099,0.00019999999999999998
2011,06059,0.008
2011,40217,1e-06
2011,33484,4.9999999999999996e-05
2011,33095,0.00019999999999999998
2011,33484,0.002
2011,33233,0.00019999999999999998
2011,2A048,0.0003
2011,33202,0.0003
2011,17240,9.999999999999999e-05
2011,33484,9.999999999999999e-06
2011,17118,0.0005499999999999999
2011,17197,3e-06
2011,2B007,9.999999999999999e-06
2011,40217,9.999999999999999e-06
2011,40229,9.999999999999999e-05
2011,33449,0.46349999999999997
2011,33503,0.00019999999999999998
2011,33536,0.002
2011,33555,0.01
2011,2A259,9.999999999999999e-06
2011,33019,0.005
2011,33097,0.024999999999999998
2011,33333,0.002
2011,40278,0.0065
2011,40149,4.9999999999999996e-05
2011,33097,0.006999999999999999
2011,33333,1.9999999999999998e-05
2011,33553,4.9999999999999996e-05
2011,07045,0.0007
2011,83086,0.00019999999999999998
2011,34013,0.0068
2011,11040,4.9999999999999996e-06
2011,33422,1.9999999999999998e-05
2011,2A209,0.006
2011,71232,9.999999999999999e-05
2011,2A362,9.999999999999999e-05
2011,56177,0.01
2011,56197,0.09999999999999999
2011,2A114,0.00039999999999999996
2011,2A345,0.0015
2011,13039,0.002
2011,33251,0.003
2011,34172,9.999999999999999e-05
2011,11145,9.999999999999999e-05
2011,2A163,9.999999999999999e-06
2011,2A348,0.002
2011,2B205,0.03
2011,58034,0.002
2011,17469,0.00015
