Année,Code INSEE,Surface parcourue (km2)
2006,2A254,0.00019999999999999998
2006,30239,0.027
2006,46297,0.01
2006,33322,0.003
2006,46099,0.005
2006,2A322,0.0025
2006,16091,0.020499999999999997
2006,46113,0.002
2006,33051,0.002
2006,13073,0.015
2006,33090,7.999999999999999e-05
2006,07232,0.002
2006,38075,0.002
2006,06115,0.004
2006,07161,9.999999999999999e-05
2006,40046,1.9999999999999998e-05
2006,46072,0.06
2006,07002,0.0003
2006,2B172,0.02
2006,2B176,0.01
2006,2B148,0.002
2006,2A028,0.0007
2006,13012,2e-06
2006,2A272,0.0025
2006,2A284,0.0005
2006,33165,1.9999999999999998e-05
2006,2A324,0.001
2006,2B354,9.999999999999999e-06
2006,83064,0.00019999999999999998
2006,2B224,0.006
2006,2B333,0.0712
2006,2B176,0.8187
2006,2B039,0.001
2006,2A272,0.0005
2006,2B166,0.03
2006,2B054,0.006
2006,2A114,9.999999999999999e-05
2006,13101,0.005
2006,2A284,0.0006
2006,83128,1.9999999999999998e-05
2006,66190,0.04
2006,13084,0.03
2006,2A041,1.9999999999999998e-05
2006,06094,0.00025
2006,2B307,0.006
2006,2B307,0.0026
2006,2B354,0.00015
2006,2B287,0.0025
2006,06018,0.0015
2006,07305,0.003
2006,2A247,0.004
2006,83123,0.19999999999999998
2006,83032,9.999999999999999e-05
2006,2B169,9.999999999999999e-06
2006,2A048,0.0005
2006,2B315,0.00019999999999999998
2006,2B171,0.005
2006,13069,0.0005
2006,83051,0.001
2006,06060,0.016999999999999998
2006,06011,0.002
2006,06163,0.008
2006,2A181,0.0005
2006,2A031,0.01
2006,13100,4.9999999999999996e-05
2006,83027,0.001042
2006,2B147,0.002
2006,83043,0.0005
2006,13048,0.008
2006,24304,0.04
2006,24166,0.005
2006,2B242,0.0005
2006,40178,2e-06
2006,33422,0.03
2006,24097,0.0005
2006,48127,0.02
2006,24555,0.00015
2006,13079,0.0005
2006,04070,0.0006
2006,40157,0.001
2006,33322,0.003
2006,2B341,0.00019999999999999998
2006,2B353,0.002
2006,40046,0.0005
2006,33260,0.002
2006,24380,0.0005
2006,13067,0.00019999999999999998
2006,2A186,0.02
2006,83043,0.0005
2006,24029,0.03
2006,13048,0.003
2006,07079,0.003
2006,46287,0.00019999999999999998
2006,40287,0.0209
2006,13020,0.001
2006,24002,0.0005
2006,83140,0.015
2006,24312,0.004
2006,07239,0.002
2006,07230,0.002
2006,33029,0.024999999999999998
2006,33322,0.008
2006,07126,1.9999999999999998e-05
2006,24356,0.0003
2006,24356,0.01
2006,24013,0.005
2006,33376,0.005
2006,33012,0.001
2006,46281,0.015
2006,83123,0.0005
2006,06132,0.0007999999999999999
2006,2A130,4.9999999999999996e-05
2006,26068,0.001
2006,84066,0.005
2006,07002,0.0014
2006,46279,0.01
2006,26059,0.008
2006,38194,0.0015
2006,33382,0.015
2006,33017,0.005
2006,47039,0.004
2006,24108,0.02
2006,40178,0.002
2006,33095,0.01
2006,33199,0.002
2006,33422,0.02
2006,24093,0.01
2006,33474,4.9999999999999996e-05
2006,83056,0.003
2006,83116,2.9999999999999997e-05
2006,83087,9.999999999999999e-05
2006,84076,0.0005
2006,07072,0.001
2006,2B327,9.999999999999999e-05
2006,19181,0.06
2006,19014,0.049999999999999996
2006,19014,0.02
2006,16064,0.001
2006,2B233,0.0005
2006,83139,0.002
2006,26060,0.015
2006,2A141,4.9999999999999996e-05
2006,07139,0.0005
2006,83050,0.003
2006,2B012,0.0005
2006,06089,0.008
2006,2B016,0.0065
2006,07096,0.002
2006,2A345,0.0003
2006,24183,0.00019999999999999998
2006,83016,0.004
2006,83026,0.001
2006,2A211,1.9999999999999998e-05
2006,83011,0.004
2006,83068,0.001
2006,83123,9.999999999999999e-05
2006,2B030,0.01
2006,2B235,5.9999999999999995e-05
2006,26233,0.01
2006,07194,0.030924
2006,2B355,9.999999999999999e-06
2006,83025,0.0003
2006,06091,0.018
2006,46331,0.0025
2006,17317,0.003
2006,2B147,4.9999999999999996e-05
2006,33419,9.999999999999999e-05
2006,2B341,4.9999999999999996e-05
2006,46331,2.9999999999999997e-05
2006,06090,0.006
2006,2B030,0.049999999999999996
2006,2B124,4e-06
2006,2B201,0.006
2006,2A142,0.0003
2006,01384,0.02
2006,33422,0.02
2006,2A351,0.001
2006,38344,0.003
2006,06138,0.002
2006,33202,0.02
2006,2B333,0.02
2006,30269,0.0058
2006,11253,0.0015
2006,83127,0.049999999999999996
2006,34279,0.029099999999999997
2006,33366,0.001
2006,2A108,0.008
2006,2B311,0.004
2006,24040,9.999999999999999e-05
2006,33540,0.001
2006,84082,0.002
2006,83018,0.00019999999999999998
2006,38384,0.0015
2006,34116,0.054
2006,40108,0.00039999999999999996
2006,2A048,0.01
2006,2A008,4.9999999999999996e-05
2006,2A348,1.9999999999999998e-05
2006,2A360,0.00019999999999999998
2006,33540,9.999999999999999e-06
2006,34116,9.999999999999999e-05
2006,34116,0.004399999999999999
2006,06090,0.002
2006,07212,0.004462
2006,19221,0.02
2006,46093,0.003
2006,46136,0.02
2006,46161,0.01
2006,83096,2e-06
2006,84026,0.001
2006,07118,0.08
2006,07007,0.044413999999999995
2006,06022,0.002
2006,13055,0.0005
2006,72054,9.999999999999999e-05
2006,40184,0.0185
2006,07248,0.03
2006,84073,0.01
2006,40192,1.9999999999999998e-05
2006,38194,0.02
2006,19102,0.010001
2006,19110,0.08
2006,40036,2.1e-05
2006,84038,0.002
2006,46132,0.01
2006,19145,0.09999999999999999
2006,07093,0.015
2006,07111,0.034571
2006,33333,0.00035
2006,06147,0.0009
2006,33029,0.006999999999999999
2006,33029,0.002
2006,11091,0.0003
2006,06075,4.9999999999999996e-05
2006,33284,0.04
2006,83050,0.0012
2006,33281,0.0005
2006,19014,0.09999999999999999
2006,33203,9.999999999999999e-06
2006,38194,0.0003
2006,2A249,4.9999999999999996e-05
2006,33012,0.004
2006,13066,0.00019999999999999998
2006,83078,0.002
2006,33137,0.003
2006,24478,0.005
2006,16174,0.002
2006,34108,0.0076
2006,24020,0.001
2006,07280,0.0015
2006,07109,0.005
2006,13042,0.00025
2006,13005,0.001
2006,24220,0.008
2006,24091,9.999999999999999e-06
2006,2A004,0.00039999999999999996
2006,83061,0.00039999999999999996
2006,33163,0.03
2006,19158,0.01
2006,06152,0.0006
2006,06079,0.00019999999999999998
2006,06010,0.0003
2006,2A284,0.0005
2006,2A071,0.0005
2006,06118,0.001
2006,83069,3.9999999999999996e-05
2006,06148,0.0005
2006,26377,0.00019999999999999998
2006,07213,0.031445
2006,07213,0.104916
2006,07189,0.005
2006,07189,0.133026
2006,06006,0.0005
2006,07189,0.0005
2006,07171,0.002
2006,46297,0.0005
2006,13060,9.999999999999999e-05
2006,07195,0.0015
2006,07315,0.02
2006,2A240,0.001
2006,13107,0.003
2006,07079,0.002
2006,46231,0.01
2006,2A284,4.9999999999999996e-05
2006,11055,1.9999999999999998e-05
2006,38151,0.00019999999999999998
2006,06059,0.0005
2006,11429,4.9999999999999996e-05
2006,06046,0.0005
2006,11203,0.0005
2006,2A089,0.0005
2006,2A323,0.0003
2006,2A348,4.9999999999999996e-05
2006,83034,0.005
2006,19027,0.01
2006,83050,0.003
2006,40304,0.002
2006,40094,1e-06
2006,26275,0.0005
2006,33422,0.03
2006,2A272,0.00019999999999999998
2006,33529,0.0003
2006,2A008,0.00019999999999999998
2006,40227,9.999999999999999e-06
2006,2A118,9.999999999999999e-05
2006,33225,0.006999999999999999
2006,2B229,0.0005
2006,2B182,0.0005
2006,2A272,0.0007999999999999999
2006,40150,0.0007999999999999999
2006,83097,3.9999999999999996e-05
2006,13011,0.00019999999999999998
2006,24145,0.0005
2006,83061,0.19799999999999998
2006,34095,0.00365
2006,33473,0.00039999999999999996
2006,2B354,0.001
2006,40217,0.0005
2006,66041,0.006
2006,46156,9.999999999999999e-05
2006,07134,0.0005
2006,24439,4.9999999999999996e-05
2006,2A040,0.0003
2006,2B205,0.02
2006,2A191,0.00019999999999999998
2006,26338,0.00019999999999999998
2006,2B320,0.0007999999999999999
2006,2B350,0.0005
2006,40046,1e-06
2006,40329,1e-06
2006,33244,9.999999999999999e-05
2006,33429,9.999999999999999e-06
2006,33429,9.999999999999999e-06
2006,33429,9.999999999999999e-06
2006,2A262,9.999999999999999e-05
2006,86280,0.0012
2006,2A048,0.001
2006,83132,0.0003
2006,83017,0.00019999999999999998
2006,83051,0.001
2006,83061,0.01
2006,2A048,0.02
2006,2B123,0.0005
2006,2A268,0.002
2006,83135,0.0003
2006,83031,0.00039999999999999996
2006,2A032,0.0005
2006,33230,0.01
2006,2A004,4.9999999999999996e-05
2006,19027,0.01
2006,13060,0.004
2006,46297,0.00019999999999999998
2006,2B265,0.0012
2006,06059,0.0031
2006,2A272,0.0005
2006,2A091,0.00039999999999999996
2006,83081,0.0005
2006,33534,0.00039999999999999996
2006,33095,0.005
2006,2A284,0.0003
2006,07305,0.0015
2006,83131,0.004
2006,2A348,0.001
2006,2B049,0.005
2006,33471,0.00019999999999999998
2006,84151,0.01
2006,33019,9.999999999999999e-05
2006,2A258,2.9999999999999997e-05
2006,2B168,0.00019999999999999998
2006,2B042,9.999999999999999e-05
2006,46118,0.00015
2006,26377,0.005
2006,83120,0.00019999999999999998
2006,2A247,0.003
2006,24341,0.001
2006,2A284,0.00019999999999999998
2006,13007,0.002
2006,2A070,0.002
2006,2A091,0.0005
2006,13055,0.35
2006,13023,9.999999999999999e-06
2006,2A271,0.001
2006,2A247,0.001
2006,83101,0.00039999999999999996
2006,2A130,0.0005
2006,13072,0.0005
2006,83133,9.999999999999999e-05
2006,83031,4.9999999999999996e-05
2006,84052,0.002
2006,83077,1.9999999999999998e-05
2006,40152,0.001
2006,83129,4.9999999999999996e-05
2006,33300,0.005
2006,13109,4.9999999999999996e-05
2006,2A270,0.01
2006,2A006,0.0015
2006,2A232,0.024999999999999998
2006,06088,0.00035
2006,2A284,0.00019999999999999998
2006,2A200,0.0005
2006,2A200,0.002
2006,07019,2.9999999999999997e-05
2006,2A006,0.002
2006,2B250,0.001
2006,06088,0.00039999999999999996
2006,06126,0.1195
2006,2A006,0.001
2006,06091,0.005
2006,06084,0.005
2006,40287,0.015
2006,83050,0.02
2006,40035,0.01
2006,84083,0.02
2006,2A200,0.12
2006,2A349,0.19999999999999998
2006,2A349,9.999999999999999e-05
2006,83029,0.0012
2006,13088,0.09
2006,83068,0.0003
2006,83103,9.999999999999999e-05
2006,83063,0.0007999999999999999
2006,13055,0.09999999999999999
2006,83061,0.02
2006,06048,0.0003
2006,83081,0.0006
2006,40046,0.0007999999999999999
2006,19160,0.02
2006,66171,0.005
2006,13055,0.02
2006,2B079,5.9999999999999995e-05
2006,83072,4.9999999999999996e-05
2006,83144,9.999999999999999e-06
2006,83043,0.005
2006,2A249,0.00019999999999999998
2006,2A142,0.003
2006,83101,0.0003
2006,83069,0.0025
2006,83050,0.001
2006,83030,0.002
2006,07050,9.999999999999999e-05
2006,2A098,0.003
2006,46200,0.00019999999999999998
2006,83063,4.9999999999999996e-05
2006,40217,0.001
2006,13067,0.24
2006,07237,0.0005
2006,11144,0.0735
2006,33320,0.00019999999999999998
2006,11386,0.00025
2006,84081,0.005
2006,13095,4.9999999999999996e-05
2006,40184,4.9999999999999996e-06
2006,30189,0.049999999999999996
2006,83091,0.0007999999999999999
2006,83132,0.005
2006,13082,1.9999999999999998e-05
2006,2B201,0.001
2006,34165,0.0163
2006,47093,0.00019999999999999998
2006,13010,9.999999999999999e-05
2006,83041,0.003
2006,2A300,0.0003
2006,83108,0.03
2006,83097,2.9999999999999997e-05
2006,83124,0.0003
2006,13016,9.999999999999999e-06
2006,13017,4.9999999999999996e-05
2006,83001,0.0006
2006,07126,0.003
2006,66212,0.03
2006,30045,0.0021
2006,83107,0.002
2006,2B333,0.0005
2006,30206,0.016
2006,83064,0.02
2006,11352,0.0338
2006,83108,0.003
2006,2B194,4.9999999999999996e-05
2006,83057,9.999999999999999e-05
2006,83057,0.00015
2006,06059,0.00019999999999999998
2006,83018,9.999999999999999e-05
2006,2A362,0.0005
2006,83133,0.00035
2006,66137,0.005
2006,2A139,0.0005
2006,13028,0.003
2006,2B346,0.003
2006,2B239,0.0007999999999999999
2006,2B170,1.9999999999999998e-05
2006,13087,1.48
2006,06150,0.005
2006,2B319,0.0006
2006,2B207,0.003
2006,2B350,0.001
2006,06029,0.0005
2006,83150,0.0005
2006,34104,0.0412
2006,83137,0.01
2006,2A130,4.9999999999999996e-05
2006,83004,0.0015
2006,66121,0.015
2006,66069,0.02
2006,46007,4.9999999999999996e-05
2006,2B077,0.002
2006,46287,0.0003
2006,2A048,0.0003
2006,11145,0.0045
2006,2A262,0.0003
2006,83129,0.0005
2006,13039,0.15
2006,83061,1.9999999999999998e-05
2006,2A004,9.999999999999999e-05
2006,84072,0.005
2006,30308,0.027999999999999997
2006,2A247,4.9999999999999996e-05
2006,2A288,0.00019999999999999998
2006,66053,2.1999999999999997
2006,2A362,1.9999999999999998e-05
2006,33514,0.0005
2006,2B194,1.9999999999999998e-05
2006,34116,0.0058
2006,40088,0.00019999999999999998
2006,83101,4.9999999999999996e-05
2006,2B123,0.08199999999999999
2006,66045,0.016
2006,2B009,0.008
2006,2A065,0.00019999999999999998
2006,83120,0.0003
2006,33314,0.0006
2006,83999,0.020499999999999997
2006,83134,0.0015
2006,66014,0.005
2006,34270,0.052399999999999995
2006,17432,0.0007999999999999999
2006,47327,0.004
2006,83061,0.001
2006,33017,0.003
2006,66172,0.01
2006,2A048,0.006
2006,83101,0.02
2006,83097,0.01
2006,13035,9.999999999999999e-05
2006,66195,0.005
2006,19258,0.01
2006,83092,0.02
2006,66069,0.006
2006,07199,0.00019999999999999998
2006,13069,4.9999999999999996e-05
2006,34088,0.4115
2006,84099,0.004
2006,83087,0.00015
2006,2A115,9.999999999999999e-05
2006,33122,0.006
2006,83004,0.0025
2006,34213,0.6214
2006,33019,0.005
2006,34213,0.621
2006,07186,0.00019999999999999998
2006,17118,0.001
2006,13015,9.999999999999999e-05
2006,50182,0.3
2006,33452,0.01
2006,83069,0.015
2006,66190,0.049999999999999996
2006,30286,0.0073
2006,30286,0.4286
2006,64090,0.01
2006,07343,9.999999999999999e-05
2006,11429,0.003
2006,33422,0.002
2006,33151,0.002
2006,66190,0.005
2006,30324,0.038
2006,83154,0.0025
2006,66030,0.006
2006,06002,0.003
2006,66008,0.003
2006,06122,0.0207
2006,47034,0.005
2006,13094,9.999999999999999e-05
2006,66071,0.08
2006,07215,0.0007999999999999999
2006,83101,0.005
2006,33544,0.0003
2006,66050,0.02
2006,66049,0.02
2006,66115,0.01
2006,40085,4.9999999999999996e-05
2006,84038,0.255
2006,33042,0.015
2006,83145,4.9999999999999996e-05
2006,33097,9.999999999999999e-06
2006,13081,4.9999999999999996e-05
2006,11262,2e-06
2006,33188,0.015
2006,13112,0.004
2006,34172,0.00054
2006,34123,0.0388
2006,66093,0.006
2006,24355,0.00039999999999999996
2006,34172,4.9999999999999996e-05
2006,11202,0.006131999999999999
2006,06046,0.001
2006,34172,0.00039999999999999996
2006,06007,0.0005
2006,33519,0.0015
2006,06069,4.9999999999999996e-05
2006,11292,0.00019999999999999998
2006,06079,0.00025
2006,33011,0.0005
2006,83127,0.00019999999999999998
2006,68271,0.001
2006,07013,3.9999999999999996e-05
2006,40021,0.001
2006,07023,0.0015
2006,46319,0.001
2006,48175,0.0054399999999999995
2006,07016,0.0005
2006,11144,0.0005
2006,06149,0.0005
2006,33236,0.00039999999999999996
2006,2A114,0.0007999999999999999
2006,11268,0.0015
2006,11386,0.0003
2006,07003,0.0005
2006,66012,0.01
2006,46310,0.0005
2006,46035,0.0003
2006,2A006,0.002
2006,2A228,1.9999999999999998e-05
2006,33530,0.003
2006,29044,3.5
2006,13081,0.0005
2006,33422,0.0025
2006,66224,0.024999999999999998
2006,40210,0.001
2006,13077,0.002
2006,2A004,0.01
2006,64063,0.003
2006,2A041,0.012
2006,33529,0.001
2006,19221,0.01
2006,04049,0.005
2006,66149,0.01
2006,19259,0.02
2006,33501,0.0006
2006,33501,1.9999999999999998e-05
2006,33501,9.999999999999999e-06
2006,83090,0.02
2006,24111,0.01
2006,24394,0.02
2006,48106,0.0015
2006,46087,9.999999999999999e-05
2006,64306,0.02
2006,46024,4.9999999999999996e-05
2006,06025,0.005
2006,33424,0.06
2006,24094,0.00015
2006,2A091,2.9999999999999997e-05
2006,06155,0.003
2006,06105,0.0003
2006,2B149,0.093
2006,07050,0.0003
2006,83119,0.001
2006,86140,0.003
2006,2A232,0.00039999999999999996
2006,46148,0.034999999999999996
2006,40295,0.03
2006,13055,0.01
2006,11433,0.0007
2006,33090,0.0025
2006,84020,0.003
2006,13055,0.01
2006,2A308,0.0015
2006,33318,0.00015
2006,2B049,0.001
2006,46186,0.02
2006,26258,0.015
2006,2B009,0.00039999999999999996
2006,13060,0.04
2006,83061,0.01
2006,66082,0.5399999999999999
2006,2B148,0.002
2006,2A130,0.005
2006,2A312,0.00019999999999999998
2006,06060,0.0005
2006,2A001,9.999999999999999e-05
2006,11132,0.005
2006,2A130,0.0007999999999999999
2006,2A004,0.001
2006,33543,0.00019999999999999998
2006,2B096,0.005
2006,17051,0.02
2006,66224,0.01
2006,06149,9.999999999999999e-05
2006,2A114,0.0015
2006,33094,0.00019999999999999998
2006,07155,0.0051069999999999996
2006,2B112,0.005
2006,13034,0.00015
2006,13028,3.9999999999999996e-05
2006,33449,0.005
2006,07167,0.0018
2006,2A348,0.02
2006,06077,0.00039999999999999996
2006,2A247,0.003
2006,2A004,2.9999999999999997e-05
2006,40060,0.002
2006,2A272,0.002
2006,45049,0.002496
2006,07265,0.04
2006,03261,0.0065
